CountyName ,Race/Ethnicity,PeopleVaccinated,PeopleFullyVaccinated,TotalVaccinations,CountyNames
Tarrant,Other,191560,172533,393809,Tarrant
Tarrant,Unknown,45036,35362,78068,Tarrant
Tarrant,White,478102,435095,940188,Tarrant
Taylor,Asian,1303,1125,2485,Taylor
Taylor,Black,3202,2672,5903,Taylor
Taylor,Hispanic,11126,9476,20785,Taylor
Taylor,Other,7688,6767,15567,Taylor
Taylor,Unknown,7953,7048,15743,Taylor
Taylor,White,34409,30533,66799,Taylor
Terrell,Black,4,3,7,Terrell
Terrell,Hispanic,220,193,456,Terrell
Terrell,Other,57,46,106,Terrell
Terrell,Unknown,30,20,48,Terrell
Terrell,White,146,121,280,Terrell
Terry,Asian,22,19,43,Terry
Terry,Black,132,110,215,Terry
Terry,Hispanic,1954,1681,3559,Terry
Terry,Other,517,422,880,Terry
Terry,Unknown,1373,1253,2636,Terry
Terry,White,1438,1285,2694,Terry
Throckmorton,Asian,1,1,2,Throckmorton
Throckmorton,Black,1,1,2,Throckmorton
Throckmorton,Hispanic,41,35,76,Throckmorton
Throckmorton,Other,39,34,74,Throckmorton
Throckmorton,Unknown,57,48,104,Throckmorton
Throckmorton,White,521,460,980,Throckmorton
Titus,Asian,153,124,285,Titus
Titus,Black,1077,914,2049,Titus
Titus,Hispanic,5110,3989,8907,Titus
Titus,Other,1400,1238,2810,Titus
Titus,Unknown,875,704,1580,Titus
Titus,White,5561,4808,10466,Titus
Tom Green,Asian,715,650,1396,Tom Green
Tom Green,Black,1509,1340,2947,Tom Green
Tom Green,Hispanic,18625,16910,36979,Tom Green
Tom Green,Other,4804,4238,9804,Tom Green
Tom Green,Unknown,2237,1780,3957,Tom Green
Tom Green,White,28910,26535,59174,Tom Green
Travis,Asian,61873,56316,119119,Travis
Travis,Black,37015,32046,68586,Travis
Travis,Hispanic,211210,178147,389868,Travis
Travis,Other,172003,154369,343629,Travis
Travis,Unknown,53703,43469,94014,Travis
Travis,White,368375,335728,714700,Travis
Trinity,Asian,27,25,49,Trinity
Trinity,Black,443,374,801,Trinity
Trinity,Hispanic,443,365,802,Trinity
Trinity,Other,1478,1302,2918,Trinity
Trinity,Unknown,555,460,983,Trinity
Trinity,White,3560,3146,6779,Trinity
Tyler,Asian,41,36,76,Tyler
Tyler,Black,1016,905,1931,Tyler
Tyler,Hispanic,364,317,672,Tyler
Tyler,Other,1031,895,1997,Tyler
Tyler,Unknown,614,516,1158,Tyler
Tyler,White,5061,4596,9835,Tyler
Upshur,Asian,80,69,153,Upshur
Upshur,Black,1167,1050,2234,Upshur
Upshur,Hispanic,1199,997,2168,Upshur
Upshur,Other,1837,1633,3789,Upshur
Upshur,Unknown,1038,854,1841,Upshur
Upshur,White,9508,8451,18262,Upshur
Upton,Asian,6,6,14,Upton
Upton,Black,18,15,33,Upton
Upton,Hispanic,608,532,1241,Upton
Upton,Other,146,133,320,Upton
Upton,Unknown,310,274,674,Upton
Upton,White,516,421,1014,Upton
Uvalde,Asian,82,74,156,Uvalde
Uvalde,Black,38,31,67,Uvalde
Uvalde,Hispanic,6992,6001,13163,Uvalde
Uvalde,Other,1400,1252,3040,Uvalde
Uvalde,Unknown,803,560,1374,Uvalde
Uvalde,White,5418,4865,10686,Uvalde
Val Verde,Asian,107,90,181,Val Verde
Val Verde,Black,149,114,252,Val Verde
Val Verde,Hispanic,22537,18396,39755,Val Verde
Val Verde,Other,2985,2343,5639,Val Verde
Val Verde,Unknown,2359,1651,3849,Val Verde
Val Verde,White,6743,5566,12507,Val Verde
Van Zandt,Asian,130,110,238,Van Zandt
Van Zandt,Black,577,526,1115,Van Zandt
Van Zandt,Hispanic,2043,1745,3715,Van Zandt
Van Zandt,Other,2289,2066,4595,Van Zandt
Van Zandt,Unknown,1653,1373,2925,Van Zandt
Van Zandt,White,15038,13561,28428,Van Zandt
Victoria,Asian,706,654,1367,Victoria
Victoria,Black,2011,1800,3923,Victoria
Victoria,Hispanic,15139,13527,28925,Victoria
Victoria,Other,6338,5715,12867,Victoria
Victoria,Unknown,4001,3401,7814,Victoria
Victoria,White,18190,16465,35447,Victoria
Walker,Asian,480,408,897,Walker
Walker,Black,6736,5824,12521,Walker
Walker,Hispanic,4223,3632,7490,Walker
Walker,Other,7945,6952,15435,Walker
Walker,Unknown,1345,1037,2334,Walker
Walker,White,16169,14296,30140,Walker
Waller,Asian,540,471,1006,Waller
Waller,Black,3062,2680,5741,Waller
Waller,Hispanic,7079,6107,12920,Waller
Waller,Other,3814,3362,7609,Waller
Waller,Unknown,919,698,1560,Waller
Waller,White,8984,7960,16841,Waller
Ward,Asian,41,35,80,Ward
Ward,Black,112,100,203,Ward
Ward,Hispanic,2345,1975,4227,Ward
Ward,Other,358,326,716,Ward
Ward,Unknown,443,385,847,Ward
Ward,White,1435,1243,2633,Ward
Washington,Asian,347,312,671,Washington
Washington,Black,2115,1863,3941,Washington
Washington,Hispanic,1967,1705,3618,Washington
Washington,Other,3610,3317,7369,Washington
Washington,Unknown,929,756,1649,Washington
Washington,White,9977,9039,19329,Washington
Webb,Asian,620,539,1141,Webb
Webb,Black,206,160,342,Webb
Webb,Hispanic,170817,140938,305458,Webb
Webb,Other,20047,16749,33998,Webb
Webb,Unknown,19513,16679,37089,Webb
Webb,White,33437,28560,60477,Webb
Wharton,Asian,135,116,257,Wharton
Wharton,Black,2098,1801,3912,Wharton
Wharton,Hispanic,6611,5586,12055,Wharton
Wharton,Other,4111,3605,8004,Wharton
Wharton,Unknown,976,782,1601,Wharton
Wharton,White,8130,7213,15016,Wharton
Wheeler,Asian,16,15,30,Wheeler
Wheeler,Black,25,21,44,Wheeler
Wheeler,Hispanic,434,368,765,Wheeler
Wheeler,Other,165,145,349,Wheeler
Wheeler,Unknown,306,272,600,Wheeler
Wheeler,White,1110,1021,2048,Wheeler
Wichita,Asian,1363,1216,2607,Wichita
Wichita,Black,4315,3747,7726,Wichita
Wichita,Hispanic,8011,7006,14895,Wichita
Wichita,Other,7714,6953,15406,Wichita
Wichita,Unknown,6634,5758,12386,Wichita
Wichita,White,32592,29746,63343,Wichita
Wilbarger,Asian,287,271,547,Wilbarger
Wilbarger,Black,345,304,628,Wilbarger
Wilbarger,Hispanic,1328,1198,2332,Wilbarger
Wilbarger,Other,228,189,417,Wilbarger
Wilbarger,Unknown,1299,1184,2486,Wilbarger
Wilbarger,White,3098,2918,5912,Wilbarger
Willacy,Asian,24,22,49,Willacy
Willacy,Black,180,147,328,Willacy
Willacy,Hispanic,11270,9797,20493,Willacy
Willacy,Other,959,777,1804,Willacy
Willacy,Unknown,699,588,1333,Willacy
Willacy,White,1415,1238,2716,Willacy
Williamson,Asian,32672,29567,62767,Williamson
Williamson,Black,17285,15255,32258,Williamson
Williamson,Hispanic,67534,59315,127066,Williamson
Williamson,Other,78957,71315,159754,Williamson
Williamson,Unknown,24021,19598,42070,Williamson
Williamson,White,176780,160374,338544,Williamson
Wilson,Asian,165,154,321,Wilson
Wilson,Black,354,307,662,Wilson
Wilson,Hispanic,7014,6273,13252,Wilson
Wilson,Other,4576,4060,8835,Wilson
Wilson,Unknown,2172,1818,4016,Wilson
Wilson,White,12368,11129,23169,Wilson
Winkler,Asian,33,32,59,Winkler
Winkler,Black,42,39,75,Winkler
Winkler,Hispanic,1457,1253,2642,Winkler
Winkler,Other,189,159,363,Winkler
Winkler,Unknown,620,551,1227,Winkler
Winkler,White,795,705,1450,Winkler
Wise,Asian,223,194,418,Wise
Wise,Black,309,274,581,Wise
Wise,Hispanic,4732,4079,8659,Wise
Wise,Other,2694,2378,5450,Wise
Wise,Unknown,1896,1683,3564,Wise
Wise,White,17944,16124,33940,Wise
Wood,Asian,117,109,221,Wood
Wood,Black,709,629,1368,Wood
Wood,Hispanic,1424,1262,2633,Wood
Wood,Other,3346,3068,6914,Wood
Wood,Unknown,1462,1239,2608,Wood
Wood,White,13100,11946,24865,Wood
Yoakum,Asian,17,14,30,Yoakum
Yoakum,Black,11,10,19,Yoakum
Yoakum,Hispanic,1970,1690,3370,Yoakum
Yoakum,Other,147,99,247,Yoakum
Yoakum,Unknown,666,603,1270,Yoakum
Yoakum,White,838,747,1468,Yoakum
Young,Asian,37,34,68,Young
Young,Black,48,45,90,Young
Young,Hispanic,1201,1070,2166,Young
Young,Other,1752,1559,3418,Young
Young,Unknown,584,512,1125,Young
Young,White,4031,3619,7418,Young
Zapata,Asian,7,5,12,Zapata
Zapata,Black,2,0,2,Zapata
Zapata,Hispanic,6745,5938,12238,Zapata
Zapata,Other,1041,875,1951,Zapata
Zapata,Unknown,500,467,1007,Zapata
Zapata,White,763,612,1392,Zapata
Zavala,Asian,7,6,13,Zavala
Zavala,Black,16,14,28,Zavala
Zavala,Hispanic,4407,3883,8627,Zavala
Zavala,Other,491,429,1028,Zavala
Zavala,Unknown,359,279,641,Zavala
Zavala,White,992,874,1989,Zavala
